date,city,pm25,pm10,no2,o3,co,aqi
2023-02-15,Beijing,151.6,296.1,85.2,18.6,10.88,202
2023-02-16,Beijing,117.1,227.7,60.0,5.0,11.31,183
2023-02-17,Beijing,149.9,258.8,70.6,11.2,11.17,200
2023-02-18,Beijing,139.4,207.9,61.1,9.5,12.95,194
2023-02-19,Beijing,68.9,122.3,43.4,35.2,6.35,158
2023-02-20,Beijing,123.6,214.6,82.0,19.1,11.46,186
2023-02-21,Beijing,167.1,287.3,85.3,17.4,16.58,217
2023-02-22,Beijing,69.9,106.5,31.1,41.6,4.36,158
2023-02-23,Beijing,161.9,322.5,82.1,22.6,16.15,212
2023-02-24,Beijing,126.9,228.5,87.6,24.5,7.18,188
2023-02-25,Beijing,115.3,187.7,50.8,13.0,9.71,182
2023-02-26,Beijing,97.9,153.0,48.9,22.3,8.9,173
2023-02-27,Beijing,129.9,201.8,47.8,31.1,6.59,189
2023-02-28,Beijing,133.5,252.4,76.8,22.7,10.27,191
2023-03-01,Beijing,155.8,249.8,107.2,5.0,8.79,206
2023-03-02,Beijing,124.6,233.6,78.3,5.4,11.35,187
2023-03-03,Beijing,58.0,94.8,26.4,32.2,4.86,152
2023-03-04,Beijing,118.3,184.2,58.0,35.8,5.82,183
2023-03-05,Beijing,97.5,178.1,40.7,31.6,9.04,173
2023-03-06,Beijing,143.8,224.9,85.0,22.6,13.6,197
2023-03-07,Beijing,100.2,185.6,47.3,32.1,5.72,174
2023-03-08,Beijing,154.9,275.1,85.9,6.2,11.94,205
2023-03-09,Beijing,144.1,268.0,66.9,21.8,13.87,197
2023-03-10,Beijing,132.9,195.7,81.7,24.8,7.13,191
2023-03-11,Beijing,118.9,199.9,76.7,34.3,9.14,184
2023-03-12,Beijing,141.5,228.1,88.1,23.7,11.7,195
2023-03-13,Beijing,130.3,245.8,51.3,30.5,9.53,190
2023-03-14,Beijing,135.7,229.8,82.3,15.3,10.85,192
2023-03-15,Beijing,126.2,229.5,64.4,29.5,11.56,187
2023-03-16,Beijing,113.7,212.4,63.7,23.8,9.61,181
2023-03-17,Beijing,129.1,213.5,49.0,14.9,11.33,189
2023-03-18,Beijing,135.4,199.6,84.7,5.0,8.03,192
2023-03-19,Beijing,97.1,154.0,53.2,31.2,4.78,172
2023-03-20,Beijing,98.4,154.1,68.0,30.1,6.72,173
2023-03-21,Beijing,62.7,117.5,31.4,28.9,4.11,155
2023-03-22,Beijing,122.5,222.7,62.0,15.1,9.43,186
2023-03-23,Beijing,85.9,140.3,51.3,18.9,7.79,167
2023-03-24,Beijing,134.4,269.0,78.7,16.2,10.0,192
2023-03-25,Beijing,78.3,124.4,53.8,20.4,5.78,163
2023-03-26,Beijing,88.8,136.6,47.3,31.9,7.44,168
2023-03-27,Beijing,111.1,202.1,55.6,11.0,10.72,180
2023-03-28,Beijing,142.5,272.7,72.9,23.4,10.63,196
2023-03-29,Beijing,127.0,190.7,59.8,30.8,11.36,188
2023-03-30,Beijing,94.0,165.7,44.3,27.6,8.77,171
2023-03-31,Beijing,92.7,153.9,52.5,18.3,8.23,170
2023-04-01,Beijing,65.2,102.0,34.9,46.2,3.07,156
2023-04-02,Beijing,91.7,145.1,54.2,40.7,6.01,170
2023-04-03,Beijing,95.7,164.9,42.1,26.3,7.29,172
2023-04-04,Beijing,109.1,187.7,67.5,24.3,8.44,179
2023-04-05,Beijing,123.0,202.3,64.9,15.5,12.01,186
2023-04-06,Beijing,114.6,226.8,55.4,19.6,10.12,182
2023-04-07,Beijing,123.5,245.4,63.3,23.0,9.38,186
2023-04-08,Beijing,60.4,101.9,34.2,29.8,4.72,154
2023-04-09,Beijing,96.8,152.6,62.3,28.1,7.15,172
2023-04-10,Beijing,104.5,206.7,63.0,35.1,7.41,176
2023-04-11,Beijing,111.6,204.0,60.0,34.5,8.78,180
2023-04-12,Beijing,113.6,169.3,59.3,19.6,6.56,181
2023-04-13,Beijing,91.9,141.4,53.5,24.6,7.01,170
2023-04-14,Beijing,136.7,274.6,78.1,8.8,11.0,193
2023-04-15,Beijing,92.7,142.1,40.2,13.0,6.35,170
2023-04-16,Beijing,95.8,136.9,41.9,36.7,5.44,172
2023-04-17,Beijing,83.3,121.0,34.3,28.4,7.46,165
2023-04-18,Beijing,67.4,101.0,30.4,25.6,4.95,157
2023-04-19,Beijing,155.6,304.3,77.5,20.7,14.07,206
2023-04-20,Beijing,76.0,122.7,54.2,24.3,4.79,162
2023-04-21,Beijing,127.6,230.4,85.6,22.1,7.09,188
2023-04-22,Beijing,98.9,157.2,52.1,38.2,6.29,173
2023-04-23,Beijing,37.0,55.3,18.2,25.0,2.85,105
2023-04-24,Beijing,137.1,228.1,85.2,18.1,11.4,193
2023-04-25,Beijing,94.6,181.7,59.7,23.7,6.58,171
2023-04-26,Beijing,69.6,117.3,33.0,29.3,6.06,158
2023-04-27,Beijing,72.9,143.1,27.3,35.9,6.19,160
2023-04-28,Beijing,104.9,167.9,43.4,32.9,10.54,177
2023-04-29,Beijing,71.6,124.4,41.5,24.7,3.9,159
2023-04-30,Beijing,40.7,67.1,29.2,24.1,1.46,114
2023-05-01,Beijing,80.5,138.4,31.3,38.6,7.83,164
2023-05-02,Beijing,134.8,239.5,78.5,27.8,12.53,192
2023-05-03,Beijing,87.6,151.3,41.3,33.2,6.14,168
2023-05-04,Beijing,41.6,80.7,24.2,36.9,4.09,116
2023-05-05,Beijing,100.8,195.0,59.8,29.1,6.9,174
2023-05-06,Beijing,7.4,12.9,1.9,45.0,0.1,31
2023-05-07,Beijing,40.2,74.8,27.4,21.9,1.56,113
2023-05-08,Beijing,47.0,76.2,24.0,34.7,2.78,129
2023-05-09,Beijing,81.4,151.0,41.8,45.5,6.16,164
2023-05-10,Beijing,61.0,112.3,43.7,20.8,5.75,154
2023-05-11,Beijing,58.4,96.7,37.9,35.7,3.23,153
2023-05-12,Beijing,70.1,121.0,42.5,26.3,5.76,159
2023-05-13,Beijing,57.3,119.1,31.7,34.4,5.09,152
2023-05-14,Beijing,81.8,142.9,52.6,30.4,5.8,165
2023-05-15,Beijing,70.3,123.1,45.5,37.4,4.54,159
2023-05-16,Beijing,75.4,127.2,39.1,11.6,5.44,161
2023-05-17,Beijing,90.2,157.3,53.7,14.0,7.29,169
2023-05-18,Beijing,47.6,93.9,24.7,14.3,3.03,131
2023-05-19,Beijing,103.6,176.0,51.8,13.2,4.98,176
2023-05-20,Beijing,29.7,48.9,13.4,36.9,2.14,88
2023-05-21,Beijing,20.9,42.1,8.4,36.0,1.66,69
2023-05-22,Beijing,42.6,68.5,24.4,33.4,3.29,119
2023-05-23,Beijing,18.5,32.1,11.4,25.9,1.43,65
2023-05-24,Beijing,83.4,122.7,38.7,21.4,4.57,165
2023-05-25,Beijing,24.5,31.1,12.5,36.2,2.09,77
2023-05-26,Beijing,53.1,86.0,27.7,27.6,2.54,144
2023-05-27,Beijing,51.4,79.8,25.7,30.7,4.87,140
2023-05-28,Beijing,43.0,79.4,28.8,35.2,2.34,119
2023-05-29,Beijing,18.1,24.7,11.5,33.2,0.91,64
2023-05-30,Beijing,70.4,132.3,28.9,30.2,4.59,159
2023-05-31,Beijing,50.9,81.4,22.7,36.8,2.84,139
2023-06-01,Beijing,42.6,86.1,19.9,43.0,3.28,118
2023-06-02,Beijing,43.6,91.8,19.8,23.5,3.02,121
2023-06-03,Beijing,15.4,25.6,7.0,35.2,0.53,58
2023-06-04,Beijing,13.5,32.6,9.3,34.1,1.26,54
2023-06-05,Beijing,36.8,59.8,28.4,25.6,1.33,104
2023-06-06,Beijing,78.0,112.2,42.0,24.0,7.32,163
2023-06-07,Beijing,48.5,74.7,24.9,45.9,5.35,133
2023-06-08,Beijing,108.5,167.8,63.7,26.8,9.36,178
2023-06-09,Beijing,71.3,109.9,29.4,27.7,6.14,159
2023-06-10,Beijing,56.0,93.2,32.2,37.2,4.26,151
2023-06-11,Beijing,53.2,91.8,27.0,40.0,4.85,145
2023-06-12,Beijing,60.1,114.6,32.3,30.0,4.75,153
2023-06-13,Beijing,85.7,142.2,52.3,21.3,6.29,167
2023-06-14,Beijing,21.5,32.8,14.6,29.7,0.75,71
2023-06-15,Beijing,90.7,148.5,47.6,23.7,4.91,169
2023-06-16,Beijing,14.1,21.2,9.2,50.0,1.58,55
2023-06-17,Beijing,35.0,60.4,19.7,28.6,2.35,99
2023-06-18,Beijing,70.7,120.8,49.5,30.2,6.46,159
2023-06-19,Beijing,35.4,49.6,28.2,39.3,2.43,100
2023-06-20,Beijing,1.0,1.0,6.4,42.5,0.16,4
2023-06-21,Beijing,26.3,45.3,20.8,46.4,2.26,81
2023-06-22,Beijing,3.7,9.1,2.9,29.2,0.5,15
2023-06-23,Beijing,74.8,138.7,42.5,12.1,4.22,161
2023-06-24,Beijing,43.8,77.3,21.0,37.0,2.1,122
2023-06-25,Beijing,1.0,2.0,1.0,37.3,0.11,4
2023-06-26,Beijing,32.9,57.2,22.6,54.2,2.22,95
2023-06-27,Beijing,1.0,1.0,1.0,44.9,0.85,4
2023-06-28,Beijing,39.7,55.9,16.9,43.5,2.4,111
2023-06-29,Beijing,25.7,44.0,9.2,42.4,1.56,80
2023-06-30,Beijing,18.0,35.9,11.1,31.5,2.41,63
2023-07-01,Beijing,9.2,20.1,6.2,33.1,1.35,38
2023-07-02,Beijing,84.4,141.8,46.7,19.8,4.3,166
2023-07-03,Beijing,35.0,65.1,16.2,36.3,2.87,99
2023-07-04,Beijing,12.2,27.7,6.5,40.2,1.09,51
2023-07-05,Beijing,12.4,21.1,4.2,46.6,0.65,52
2023-07-06,Beijing,77.5,122.8,38.9,19.0,7.64,162
2023-07-07,Beijing,27.1,41.9,22.1,20.6,1.36,83
2023-07-08,Beijing,15.7,34.3,8.4,36.2,1.6,59
2023-07-09,Beijing,1.0,9.1,4.2,31.6,0.41,4
2023-07-10,Beijing,56.7,79.3,25.5,41.2,3.82,152
2023-07-11,Beijing,31.3,62.9,18.0,29.1,1.64,91
2023-07-12,Beijing,89.1,165.6,34.5,17.4,3.87,168
2023-07-13,Beijing,60.1,95.7,32.2,45.4,5.18,153
2023-07-14,Beijing,1.0,6.9,4.2,41.1,0.1,4
2023-07-15,Beijing,50.1,93.2,29.9,35.0,2.47,137
2023-07-16,Beijing,14.9,27.1,10.6,31.6,1.14,57
2023-07-17,Beijing,60.7,96.2,37.4,31.6,5.06,154
2023-07-18,Beijing,38.8,65.1,20.1,31.0,3.09,109
2023-07-19,Beijing,1.0,1.0,1.0,43.8,0.1,4
2023-07-20,Beijing,34.5,76.2,23.0,27.0,2.53,98
2023-07-21,Beijing,24.1,43.6,12.8,35.9,2.07,76
2023-07-22,Beijing,51.4,78.8,32.7,29.8,4.51,140
2023-07-23,Beijing,1.0,4.5,1.4,31.1,0.1,4
2023-07-24,Beijing,1.0,2.6,1.0,38.2,0.1,4
2023-07-25,Beijing,15.0,17.6,9.8,22.9,1.28,57
2023-07-26,Beijing,37.2,69.9,21.6,50.3,3.76,105
2023-07-27,Beijing,36.6,71.8,22.7,37.9,3.42,104
2023-07-28,Beijing,21.7,26.5,7.9,36.1,2.7,71
2023-07-29,Beijing,1.0,6.4,1.0,27.5,0.1,4
2023-07-30,Beijing,43.6,91.9,19.9,41.9,3.55,121
2023-07-31,Beijing,16.6,32.8,11.9,35.2,0.66,60
2023-08-01,Beijing,6.6,12.5,4.7,54.6,0.55,27
2023-08-02,Beijing,34.7,55.5,11.1,34.0,1.41,98
2023-08-03,Beijing,1.0,7.6,3.5,41.9,0.1,4
2023-08-04,Beijing,76.2,125.4,45.3,26.9,4.04,162
2023-08-05,Beijing,2.0,1.0,1.3,33.7,0.1,8
2023-08-06,Beijing,5.9,13.4,1.1,45.0,0.1,24
2023-08-07,Beijing,17.1,32.5,12.3,48.6,0.6,62
2023-08-08,Beijing,43.6,64.0,26.5,24.8,4.32,121
2023-08-09,Beijing,25.4,50.3,14.2,44.9,3.23,79
2023-08-10,Beijing,52.3,90.1,19.0,29.6,4.22,142
2023-08-11,Beijing,64.8,114.3,30.5,14.6,3.78,156
2023-08-12,Beijing,1.0,1.9,1.8,45.6,0.38,4
2023-08-13,Beijing,46.8,89.6,27.9,47.9,3.9,129
2023-08-14,Beijing,29.0,52.9,7.1,31.3,2.44,86
2023-08-15,Beijing,23.3,32.3,16.2,43.6,2.31,74
2023-08-16,Beijing,26.3,42.0,9.1,32.8,1.95,81
2023-08-17,Beijing,39.7,74.3,19.7,26.8,3.73,111
2023-08-18,Beijing,21.4,37.3,12.0,44.3,2.63,71
2023-08-19,Beijing,67.4,104.8,30.3,38.5,5.5,157
2023-08-20,Beijing,18.0,30.6,10.4,42.2,0.81,63
2023-08-21,Beijing,46.6,90.8,16.9,42.0,4.63,128
2023-08-22,Beijing,23.5,31.1,14.3,32.6,2.13,75
2023-08-23,Beijing,70.8,123.5,44.0,25.7,5.75,159
2023-08-24,Beijing,38.6,71.1,19.3,39.6,1.92,109
2023-08-25,Beijing,77.2,124.6,48.7,18.2,4.75,162
2023-08-26,Beijing,66.1,101.2,31.2,32.4,4.93,156
2023-08-27,Beijing,1.0,7.6,6.2,31.4,0.38,4
2023-08-28,Beijing,70.8,142.3,42.6,39.7,6.08,159
2023-08-29,Beijing,74.6,140.8,46.5,30.4,3.82,161
2023-08-30,Beijing,20.9,40.2,9.4,24.1,1.77,70
2023-08-31,Beijing,42.1,83.5,18.7,23.8,2.77,117
2023-09-01,Beijing,73.5,146.4,29.7,19.4,6.78,160
2023-09-02,Beijing,14.7,16.7,11.1,41.8,0.66,56
2023-09-03,Beijing,58.6,94.1,42.4,30.7,4.45,153
2023-09-04,Beijing,39.4,64.1,22.4,24.9,2.43,111
2023-09-05,Beijing,42.6,83.3,27.5,42.8,3.96,119
2023-09-06,Beijing,52.8,96.7,29.2,23.4,5.14,144
2023-09-07,Beijing,61.7,119.1,28.6,46.3,4.97,154
2023-09-08,Beijing,37.7,76.0,19.7,33.3,3.48,106
2023-09-09,Beijing,79.5,133.6,48.7,25.7,6.6,163
2023-09-10,Beijing,37.6,55.5,26.9,32.4,3.64,106
2023-09-11,Beijing,80.6,153.7,58.7,28.0,4.32,164
2023-09-12,Beijing,38.8,64.2,18.2,32.1,3.52,109
2023-09-13,Beijing,31.4,58.8,20.2,41.9,2.04,92
2023-09-14,Beijing,65.1,112.8,43.4,24.1,4.7,156
2023-09-15,Beijing,47.1,80.1,26.4,34.2,4.96,130
2023-09-16,Beijing,41.0,72.6,26.6,24.5,3.26,115
2023-09-17,Beijing,40.9,68.1,25.6,17.7,2.24,114
2023-09-18,Beijing,90.8,171.1,47.8,24.5,6.46,169
2023-09-19,Beijing,54.4,110.1,26.6,41.9,3.61,147
2023-09-20,Beijing,33.7,56.7,20.6,30.2,3.48,96
2023-09-21,Beijing,80.5,129.1,50.2,5.3,7.18,164
2023-09-22,Beijing,58.5,97.9,31.4,33.5,3.82,153
2023-09-23,Beijing,54.5,102.2,29.8,24.3,2.54,148
2023-09-24,Beijing,106.8,198.8,54.3,25.6,7.77,177
2023-09-25,Beijing,49.4,98.7,31.6,19.5,2.11,135
2023-09-26,Beijing,90.0,170.8,55.9,17.1,8.55,169
2023-09-27,Beijing,109.4,198.0,48.3,16.0,7.08,179
2023-09-28,Beijing,42.3,68.4,20.4,37.1,3.17,118
2023-09-29,Beijing,77.5,126.0,41.6,33.0,5.37,162
2023-09-30,Beijing,72.9,142.2,48.9,33.0,4.65,160
2023-10-01,Beijing,69.1,115.4,54.6,39.1,5.7,158
2023-10-02,Beijing,70.3,143.2,29.9,13.2,6.32,159
2023-10-03,Beijing,83.3,143.4,48.9,27.1,6.93,165
2023-10-04,Beijing,76.0,133.3,44.8,34.8,6.59,162
2023-10-05,Beijing,79.9,140.1,50.4,19.3,6.09,164
2023-10-06,Beijing,60.1,114.6,38.6,34.1,2.98,153
2023-10-07,Beijing,25.7,55.1,8.3,41.5,2.33,80
2023-10-08,Beijing,89.4,133.9,53.8,23.4,6.87,169
2023-10-09,Beijing,99.7,176.3,51.6,34.7,7.94,174
2023-10-10,Beijing,83.6,151.7,42.8,15.4,7.71,166
2023-10-11,Beijing,33.1,50.6,15.3,37.1,0.99,95
2023-10-12,Beijing,76.7,118.8,37.5,22.5,6.51,162
2023-10-13,Beijing,52.4,81.4,25.9,37.4,4.45,143
2023-10-14,Beijing,59.7,116.6,21.8,28.2,5.81,153
2023-10-15,Beijing,101.9,164.7,68.0,23.2,7.94,175
2023-10-16,Beijing,85.1,155.4,47.7,24.2,4.81,166
2023-10-17,Beijing,105.7,188.5,50.4,18.1,7.39,177
2023-10-18,Beijing,131.9,206.5,77.6,19.0,9.69,190
2023-10-19,Beijing,78.8,140.8,44.6,29.4,5.91,163
2023-10-20,Beijing,95.2,150.2,44.8,23.5,6.33,172
2023-10-21,Beijing,56.0,84.4,31.2,31.3,2.69,151
2023-10-22,Beijing,77.7,164.4,48.2,24.7,4.88,162
2023-10-23,Beijing,63.1,100.4,41.5,38.3,3.8,155
2023-10-24,Beijing,77.5,136.9,38.1,25.0,4.41,162
2023-10-25,Beijing,79.1,163.1,44.6,18.4,5.54,163
2023-10-26,Beijing,82.9,121.0,49.0,24.1,5.85,165
2023-10-27,Beijing,74.6,139.8,44.2,19.6,3.67,161
2023-10-28,Beijing,85.8,168.3,53.2,28.0,5.46,167
2023-10-29,Beijing,105.4,190.3,67.8,26.6,8.69,177
2023-10-30,Beijing,112.1,210.6,61.2,19.2,5.2,180
2023-10-31,Beijing,131.3,226.7,77.3,24.7,7.26,190
2023-11-01,Beijing,109.5,217.6,79.7,21.3,8.67,179
2023-11-02,Beijing,120.4,183.5,73.2,30.3,8.07,184
2023-11-03,Beijing,96.5,155.3,64.4,18.2,7.9,172
2023-11-04,Beijing,78.1,160.3,40.9,20.0,8.03,163
2023-11-05,Beijing,73.9,140.2,44.9,37.2,4.99,161
2023-11-06,Beijing,147.4,248.9,74.2,6.9,10.99,198
2023-11-07,Beijing,138.6,238.3,69.6,20.4,11.07,194
2023-11-08,Beijing,105.4,191.1,52.0,29.7,5.26,177
2023-11-09,Beijing,51.7,82.5,33.8,26.6,3.34,141
2023-11-10,Beijing,67.8,108.4,43.4,33.7,4.72,157
2023-11-11,Beijing,79.5,166.3,34.2,23.6,6.25,163
2023-11-12,Beijing,35.7,80.7,21.3,28.8,0.98,102
2023-11-13,Beijing,73.3,126.1,39.1,32.9,5.4,160
2023-11-14,Beijing,134.3,269.0,91.7,39.0,6.77,192
2023-11-15,Beijing,76.5,146.8,38.1,21.8,5.47,162
2023-11-16,Beijing,138.3,281.3,60.6,19.1,10.18,194
2023-11-17,Beijing,139.2,271.9,57.4,16.5,9.52,194
2023-11-18,Beijing,109.8,167.5,54.6,31.9,5.63,179
2023-11-19,Beijing,61.4,120.5,47.6,25.2,3.85,154
2023-11-20,Beijing,91.3,179.0,59.3,13.9,8.63,169
2023-11-21,Beijing,123.6,215.2,54.5,7.6,6.42,186
2023-11-22,Beijing,146.1,301.6,79.9,12.4,13.77,198
2023-11-23,Beijing,116.1,178.2,53.0,12.4,9.37,182
2023-11-24,Beijing,104.5,206.0,68.9,28.3,8.63,176
2023-11-25,Beijing,116.3,175.9,67.4,41.3,5.71,182
2023-11-26,Beijing,95.7,182.0,54.3,20.9,7.31,172
2023-11-27,Beijing,84.4,134.5,39.2,22.1,4.86,166
2023-11-28,Beijing,119.7,184.5,77.3,22.8,10.93,184
2023-11-29,Beijing,130.7,249.1,73.6,25.1,11.06,190
2023-11-30,Beijing,110.6,206.4,53.5,20.2,8.99,179
2023-12-01,Beijing,99.1,204.1,42.7,24.8,4.5,174
2023-12-02,Beijing,103.2,176.9,55.8,7.9,7.75,176
2023-12-03,Beijing,135.4,202.9,58.2,10.5,9.31,192
2023-12-04,Beijing,144.2,253.1,75.5,18.5,8.0,197
2023-12-05,Beijing,136.7,228.7,85.0,21.5,9.33,193
2023-12-06,Beijing,115.7,184.5,68.2,19.2,8.23,182
2023-12-07,Beijing,147.7,240.0,98.4,25.8,13.01,199
2023-12-08,Beijing,161.8,282.5,70.7,7.1,16.04,212
2023-12-09,Beijing,93.2,176.8,41.3,26.3,6.87,170
2023-12-10,Beijing,97.8,165.8,53.7,28.7,9.11,173
2023-12-11,Beijing,180.3,328.2,107.3,30.7,12.26,231
2023-12-12,Beijing,139.4,219.3,76.8,24.3,10.27,194
2023-12-13,Beijing,148.2,256.8,64.5,14.6,9.14,199
2023-12-14,Beijing,124.3,194.6,60.4,15.5,8.78,186
2023-12-15,Beijing,117.7,221.8,60.0,17.1,6.88,183
2023-12-16,Beijing,133.1,213.2,51.7,25.8,11.4,191
2023-12-17,Beijing,115.5,184.6,72.6,27.6,5.15,182
2023-12-18,Beijing,121.7,227.1,82.9,25.1,10.67,185
2023-12-19,Beijing,125.0,213.9,65.6,18.2,10.43,187
2023-12-20,Beijing,140.6,261.1,93.7,16.4,12.15,195
2023-12-21,Beijing,145.4,247.6,65.7,26.0,7.45,197
2023-12-22,Beijing,132.5,244.4,54.6,18.0,12.91,191
2023-12-23,Beijing,142.2,228.3,65.4,23.9,7.19,196
2023-12-24,Beijing,135.3,236.3,92.9,21.4,12.68,192
2023-12-25,Beijing,122.9,216.0,48.5,31.4,9.57,186
2023-12-26,Beijing,121.4,189.5,57.9,28.0,6.92,185
2023-12-27,Beijing,163.8,250.8,100.1,17.5,8.63,214
2023-12-28,Beijing,134.4,224.4,68.3,22.8,13.23,192
2023-12-29,Beijing,150.4,264.3,80.8,14.6,8.69,500
2023-12-30,Beijing,108.4,168.5,59.9,11.8,8.09,178
2023-12-31,Beijing,129.8,216.2,78.7,19.6,8.06,189
2023-01-01,Cairo,80.5,143.9,46.6,23.5,5.15,164
2023-01-02,Cairo,71.6,126.1,48.1,26.1,5.28,159
2023-01-03,Cairo,66.5,108.8,28.3,31.2,3.94,157
2023-01-04,Cairo,63.6,105.4,29.0,31.0,3.74,155
2023-01-05,Cairo,69.5,122.3,45.2,29.6,6.08,158
2023-01-06,Cairo,85.1,143.5,52.1,34.3,4.75,166
2023-01-07,Cairo,64.4,117.2,42.1,20.9,2.17,156
2023-01-08,Cairo,87.7,170.1,50.0,15.2,5.05,168
2023-01-09,Cairo,95.5,154.0,41.8,20.8,7.54,172
2023-01-10,Cairo,82.8,161.7,38.5,24.3,7.35,165
2023-01-11,Cairo,66.4,139.4,28.5,18.8,5.31,157
2023-01-12,Cairo,83.7,157.6,45.7,26.2,4.29,166
2023-01-13,Cairo,92.6,156.9,52.4,25.9,8.59,170
2023-01-14,Cairo,88.7,142.7,40.2,30.0,4.38,168
2023-01-15,Cairo,68.7,126.6,26.2,38.5,5.89,158
2023-01-16,Cairo,114.1,213.7,80.5,11.9,6.91,181
2023-01-17,Cairo,85.1,160.9,47.4,17.0,5.12,166
2023-01-18,Cairo,48.4,86.6,32.1,38.6,4.47,133
2023-01-19,Cairo,83.6,147.6,44.6,26.3,8.96,166
2023-01-20,Cairo,110.4,221.9,40.9,27.0,9.55,179
2023-01-21,Cairo,47.2,75.9,16.7,27.6,2.64,130
2023-01-22,Cairo,89.2,148.0,42.2,24.9,7.48,168
2023-01-23,Cairo,119.4,237.5,75.7,42.1,6.2,184
2023-01-24,Cairo,95.4,144.3,57.8,15.0,9.83,172
2023-01-25,Cairo,85.7,143.2,49.9,37.8,7.78,167
2023-01-26,Cairo,78.2,117.7,47.5,34.4,5.82,163
2023-01-27,Cairo,72.0,136.7,34.2,34.7,5.81,160
2023-01-28,Cairo,78.5,141.3,33.4,24.4,5.06,163
2023-01-29,Cairo,58.3,103.1,32.2,39.4,4.12,152
2023-01-30,Cairo,117.0,217.0,61.3,10.3,6.83,183
2023-01-31,Cairo,77.5,132.0,46.0,26.2,3.19,162
2023-02-01,Cairo,106.2,161.8,68.3,22.7,6.71,177
2023-02-02,Cairo,110.4,210.1,48.3,37.6,10.57,179
2023-02-03,Cairo,71.3,135.8,22.4,21.8,6.34,159
2023-02-04,Cairo,64.8,110.1,34.2,29.5,6.79,156
2023-02-05,Cairo,93.4,142.3,66.1,33.6,6.1,171
2023-02-06,Cairo,133.6,246.9,60.0,15.5,9.18,191
2023-02-07,Cairo,83.9,147.2,54.1,36.0,4.92,166
2023-02-08,Cairo,89.1,151.0,45.1,26.3,5.94,168
2023-02-09,Cairo,96.4,167.6,40.9,36.6,8.32,172
2023-02-10,Cairo,56.8,106.2,31.1,54.1,4.5,152
2023-02-11,Cairo,61.2,110.2,40.1,29.6,3.73,154
2023-02-12,Cairo,50.3,99.2,21.2,20.5,3.37,137
2023-02-13,Cairo,119.5,189.8,47.9,31.5,11.25,184
2023-02-14,Cairo,82.9,157.7,57.0,32.5,3.89,165
2023-02-15,Cairo,89.2,156.4,45.8,29.6,6.82,168
2023-02-16,Cairo,92.3,146.4,40.8,29.3,5.55,170
2023-02-17,Cairo,96.8,191.7,47.3,20.5,5.09,172
2023-02-18,Cairo,61.1,108.0,26.6,21.1,3.85,154
2023-02-19,Cairo,47.5,93.4,25.2,29.8,2.96,130
2023-02-20,Cairo,101.5,188.2,43.2,16.8,7.67,175
2023-02-21,Cairo,95.3,154.6,41.8,15.7,9.42,172
2023-02-22,Cairo,88.6,142.9,51.9,18.4,6.13,168
2023-02-23,Cairo,75.8,115.1,38.8,23.9,7.45,161
2023-02-24,Cairo,91.3,155.6,63.1,13.3,6.57,169
2023-02-25,Cairo,72.4,119.1,30.6,17.8,6.92,160
2023-02-26,Cairo,69.2,119.5,33.9,46.4,7.52,158
2023-02-27,Cairo,71.5,116.0,38.6,44.1,6.8,159
2023-02-28,Cairo,82.7,144.0,48.1,22.4,8.4,165
2023-03-01,Cairo,102.1,182.2,55.9,23.7,6.89,175
2023-03-02,Cairo,110.0,177.7,56.6,29.0,8.67,179
2023-03-03,Cairo,70.9,112.7,43.8,24.2,6.86,159
2023-03-04,Cairo,55.7,93.3,23.2,42.5,3.72,151
2023-03-05,Cairo,80.8,132.2,44.9,14.1,4.31,164
2023-03-06,Cairo,94.2,155.4,52.5,21.5,6.06,171
2023-03-07,Cairo,95.2,152.6,42.3,18.5,7.52,171
2023-03-08,Cairo,42.2,62.8,24.5,43.5,2.02,117
2023-03-09,Cairo,82.8,129.6,38.0,30.3,4.0,165
2023-03-10,Cairo,93.4,151.3,52.3,29.0,7.75,171
2023-03-11,Cairo,46.1,82.5,26.0,22.0,2.65,127
2023-03-12,Cairo,20.9,39.1,6.5,24.7,2.51,69
2023-03-13,Cairo,116.9,195.0,64.0,39.2,5.9,183
2023-03-14,Cairo,82.1,142.6,35.7,5.0,5.37,165
2023-03-15,Cairo,120.4,244.7,53.3,8.7,8.93,185
2023-03-16,Cairo,97.6,167.4,65.4,26.0,7.4,173
2023-03-17,Cairo,52.1,108.3,26.5,38.2,2.41,142
2023-03-18,Cairo,67.1,107.9,45.2,17.3,6.36,157
2023-03-19,Cairo,79.0,128.7,46.9,35.9,5.67,163
2023-03-20,Cairo,50.3,72.8,21.5,32.7,3.29,137
2023-03-21,Cairo,72.8,134.2,45.4,46.7,4.98,160
2023-03-22,Cairo,83.8,141.0,56.5,37.2,4.67,166
2023-03-23,Cairo,119.0,235.2,46.4,24.5,9.6,184
2023-03-24,Cairo,87.4,162.8,51.3,30.0,6.27,167
2023-03-25,Cairo,98.5,153.6,59.6,32.7,5.18,173
2023-03-26,Cairo,80.6,134.7,49.9,18.5,5.06,164
2023-03-27,Cairo,61.2,96.2,31.5,15.6,5.06,154
2023-03-28,Cairo,80.3,157.2,47.2,21.1,6.47,164
2023-03-29,Cairo,87.3,151.4,48.9,13.8,9.14,167
2023-03-30,Cairo,74.5,124.6,37.9,24.1,5.0,161
2023-03-31,Cairo,70.4,122.7,35.1,23.7,4.11,159
2023-04-01,Cairo,78.5,149.9,53.8,25.4,4.72,163
