time,latitude,longitude,depth_km,magnitude,region,tsunami_risk,energy_joules
2016-01-16 05:34:28,43.6431,136.6556,80.1,4.62,Japan-Kuril Subduction Zone,0,537031796370.25323
2016-01-16 09:54:45,-9.119,129.3724,247.9,5.52,Indonesia-Philippines Arc,0,12022644346174.082
2016-01-17 15:52:40,22.5937,-85.2231,91.5,4.67,Mexico-Central America Trench,0,638263486190.5482
2016-01-18 00:44:28,40.4323,-126.6383,12.8,4.45,California-Cascadia Fault System,0,298538261891.79694
2016-01-18 03:58:51,34.7017,-124.3367,23.3,4.17,California-Cascadia Fault System,0,113501081567.23143
2016-01-18 10:16:16,35.4716,19.2794,2.0,4.79,Mediterranean-Aegean Zone,0,966050878989.8121
2016-01-19 07:31:19,2.1878,122.6293,52.9,4.05,Indonesia-Philippines Arc,0,74989420933.24559
2016-01-19 13:52:39,31.2001,-123.2788,19.4,4.21,California-Cascadia Fault System,0,130316677845.22948
2016-01-19 19:37:49,18.6925,-89.339,74.8,4.88,Mexico-Central America Trench,0,1318256738556.4102
2016-01-20 02:05:04,23.4798,86.0589,19.6,4.29,Himalaya-Alpide Belt,0,171790838715.75858
2016-01-20 14:15:06,10.4874,134.8077,2.0,4.19,Indonesia-Philippines Arc,0,121618600064.63704
2016-01-20 19:20:42,43.4077,150.5503,2.0,4.65,Japan-Kuril Subduction Zone,0,595662143529.011
2016-01-20 20:59:16,35.4136,63.4166,21.2,5.12,Himalaya-Alpide Belt,0,3019951720402.019
2016-01-21 10:47:13,48.772,-141.0865,38.9,5.39,Aleutian-Alaska Arc,0,7673614893618.154
2016-01-22 03:23:55,45.4591,-152.5813,23.1,4.53,Aleutian-Alaska Arc,0,393550075455.7764
2016-01-22 13:50:02,8.0985,115.329,2.0,4.21,Indonesia-Philippines Arc,0,130316677845.22948
2016-01-23 11:43:37,39.075,141.8094,2.0,4.81,Japan-Kuril Subduction Zone,0,1035142166679.3452
2016-01-24 21:37:35,-8.4442,-61.5688,2.0,4.17,Andes Subduction Zone (Chile/Peru),0,113501081567.23143
2016-01-25 03:12:03,-0.4639,124.4576,2.0,4.03,Indonesia-Philippines Arc,0,69984199600.22717
2016-01-25 08:43:46,28.3878,81.2421,10.8,4.63,Himalaya-Alpide Belt,0,555904257270.4049
2016-01-25 11:08:51,-20.1565,170.6089,130.6,5.27,New Zealand-Tonga Arc,0,5069907082747.023
2016-01-25 20:24:49,14.6093,-96.0213,2.0,4.39,Mexico-Central America Trench,0,242661009508.24045
2016-01-27 18:00:08,32.0833,79.6456,30.8,4.07,Himalaya-Alpide Belt,0,80352612218.56194
2016-01-28 02:41:35,56.5508,-156.5296,12.9,4.55,Aleutian-Alaska Arc,0,421696503428.5823
2016-01-28 03:53:16,-12.9834,-47.4925,16.7,4.23,Mid-Atlantic Ridge,0,139636836105.59363
2016-01-28 06:26:36,-33.959,-169.3301,2.0,4.47,New Zealand-Tonga Arc,0,319889510969.13904
2016-01-28 16:17:05,40.9744,133.8501,189.9,4.22,Japan-Kuril Subduction Zone,0,134896288259.16505
2016-01-29 02:51:34,31.7359,-125.509,14.8,4.34,California-Cascadia Fault System,0,204173794466.95233
2016-01-29 03:06:32,32.8579,137.9166,74.6,4.81,Japan-Kuril Subduction Zone,0,1035142166679.3452
2016-01-29 12:09:09,8.2368,37.1568,2.0,4.33,East African Rift,0,197242273611.48535
2016-01-29 17:22:50,-11.0588,7.7093,4.5,5.07,Mid-Atlantic Ridge,0,2540972705549.3115
2016-01-29 22:31:16,-10.9423,20.5297,2.0,5.61,East African Rift,0,16405897731995.387
2016-01-31 03:24:36,58.9824,-143.7889,2.0,4.29,Aleutian-Alaska Arc,0,171790838715.75858
2016-01-31 22:57:59,37.7356,-128.9562,5.2,4.29,California-Cascadia Fault System,0,171790838715.75858
2016-02-01 08:14:02,15.9452,-112.0352,28.2,4.79,Mexico-Central America Trench,0,966050878989.8121
2016-02-02 20:12:38,27.2589,56.4188,19.8,4.23,Himalaya-Alpide Belt,0,139636836105.59363
2016-02-03 04:52:22,30.0729,77.8044,23.8,4.28,Himalaya-Alpide Belt,0,165958690743.7556
2016-02-03 19:16:57,29.8252,80.2428,8.4,4.34,Himalaya-Alpide Belt,0,204173794466.95233
2016-02-04 17:41:53,26.5803,67.8734,11.7,5.42,Himalaya-Alpide Belt,0,8511380382023.759
2016-02-05 12:38:06,-10.011,-167.5406,5.6,4.26,New Zealand-Tonga Arc,0,154881661891.24796
2016-02-05 13:28:40,-12.5483,-56.1371,48.3,4.22,Andes Subduction Zone (Chile/Peru),0,134896288259.16505
2016-02-06 03:26:39,29.2902,78.3344,30.6,4.15,Himalaya-Alpide Belt,0,105925372517.72897
2016-02-07 04:29:37,34.0146,-116.7608,2.6,4.11,California-Cascadia Fault System,0,92257142715.47629
2016-02-07 05:04:12,-16.8148,113.7999,30.7,4.31,Indonesia-Philippines Arc,0,184077200146.8958
2016-02-09 07:20:51,40.5199,143.5667,88.1,4.06,Japan-Kuril Subduction Zone,0,77624711662.86928
2016-02-09 23:52:53,10.5703,-91.6119,99.0,4.34,Mexico-Central America Trench,0,204173794466.95233
2016-02-10 02:03:36,35.5463,-120.5719,21.4,4.63,California-Cascadia Fault System,0,555904257270.4049
2016-02-10 03:04:01,32.0417,89.7931,33.7,4.19,Himalaya-Alpide Belt,0,121618600064.63704
2016-02-10 12:35:46,24.3612,61.5176,63.2,4.12,Himalaya-Alpide Belt,0,95499258602.14369
2016-02-10 14:36:53,33.8893,-120.2326,14.0,5.23,California-Cascadia Fault System,0,4415704473533.121
2016-02-10 15:52:52,50.3842,-149.0422,64.9,5.51,Aleutian-Alaska Arc,0,11614486138403.46
2016-02-10 21:13:23,40.795,133.2106,52.9,4.23,Japan-Kuril Subduction Zone,0,139636836105.59363
2016-02-10 22:26:53,32.0194,68.9198,15.9,4.11,Himalaya-Alpide Belt,0,92257142715.47629
2016-02-10 22:46:58,-2.0443,44.3013,11.0,4.01,East African Rift,0,65313055264.74716
2016-02-11 14:03:40,57.3986,-142.5717,5.5,4.13,Aleutian-Alaska Arc,0,98855309465.6941
2016-02-12 00:25:20,-5.9983,116.8536,109.9,4.42,Indonesia-Philippines Arc,0,269153480392.6914
2016-02-12 22:55:42,54.4055,-151.4179,99.8,4.59,Aleutian-Alaska Arc,0,484172367584.0979
2016-02-13 05:41:01,-9.1493,-77.292,114.5,4.04,Andes Subduction Zone (Chile/Peru),0,72443596007.49892
2016-02-14 03:17:15,-17.7714,-53.4039,2.0,4.28,Andes Subduction Zone (Chile/Peru),0,165958690743.7556
2016-02-14 09:42:58,1.2187,122.7539,2.0,4.41,Indonesia-Philippines Arc,0,260015956316.52667
2016-02-15 08:01:37,-3.6465,121.3844,90.4,4.33,Indonesia-Philippines Arc,0,197242273611.48535
2016-02-15 21:32:07,42.1803,66.2009,19.1,4.12,Himalaya-Alpide Belt,0,95499258602.14369
2016-02-15 22:54:04,15.1674,-94.092,49.0,4.3,Mexico-Central America Trench,0,177827941003.89227
2016-02-16 15:23:27,34.7986,91.2262,8.2,4.49,Himalaya-Alpide Belt,0,342767786546.45044
2016-02-16 17:16:32,42.2831,134.9215,50.1,4.3,Japan-Kuril Subduction Zone,0,177827941003.89227
2016-02-17 03:01:55,1.4577,-34.7787,14.6,4.07,Mid-Atlantic Ridge,0,80352612218.56194
2016-02-17 12:33:11,44.9684,-163.6544,81.9,5.24,Aleutian-Alaska Arc,0,4570881896148.752
2016-02-18 18:19:46,-40.1311,-70.3519,132.6,4.25,Andes Subduction Zone (Chile/Peru),0,149623565609.44357
2016-02-20 01:48:40,54.4687,-148.894,2.0,4.18,Aleutian-Alaska Arc,0,117489755493.95303
2016-02-20 01:54:13,27.6533,102.6527,46.6,4.02,Himalaya-Alpide Belt,0,67608297539.197914
2016-02-20 05:23:14,21.2076,53.0853,49.6,4.28,Himalaya-Alpide Belt,0,165958690743.7556
2016-02-20 17:24:29,42.133,27.2467,13.4,5.07,Mediterranean-Aegean Zone,0,2540972705549.3115
2016-02-20 22:06:17,-15.6813,-86.1983,151.9,4.55,Andes Subduction Zone (Chile/Peru),0,421696503428.5823
2016-02-21 05:04:16,38.3223,74.5148,9.5,4.91,Himalaya-Alpide Belt,0,1462177174456.7153
2016-02-22 01:29:49,55.1335,-155.8954,55.9,5.15,Aleutian-Alaska Arc,0,3349654391578.2793
2016-02-22 06:00:47,8.1891,113.2324,174.7,4.41,Indonesia-Philippines Arc,0,260015956316.52667
2016-02-23 12:53:15,-33.0467,-56.6714,2.0,4.48,Andes Subduction Zone (Chile/Peru),0,331131121482.59076
2016-02-24 20:43:45,42.3226,-126.6288,13.3,4.11,California-Cascadia Fault System,0,92257142715.47629
2016-02-25 03:28:03,54.6798,-149.8158,65.1,4.51,Aleutian-Alaska Arc,0,367282300498.0842
2016-02-25 11:04:20,17.268,-105.8406,51.1,4.17,Mexico-Central America Trench,0,113501081567.23143
2016-02-25 13:11:21,-14.3581,-168.8901,211.0,4.16,New Zealand-Tonga Arc,0,109647819614.31828
2016-02-29 11:13:00,-4.6831,53.2396,25.3,5.79,East African Rift,0,30549211132155.094
2016-02-29 13:05:45,-23.5178,-67.7313,2.0,4.11,Andes Subduction Zone (Chile/Peru),0,92257142715.47629
2016-03-01 03:08:17,34.0391,148.5369,139.9,4.29,Japan-Kuril Subduction Zone,0,171790838715.75858
2016-03-01 22:34:11,14.5936,-96.0303,19.9,4.07,Mexico-Central America Trench,0,80352612218.56194
2016-03-02 06:08:54,28.6255,85.8583,31.6,5.06,Himalaya-Alpide Belt,0,2454708915685.0337
2016-03-02 08:35:06,29.3218,141.9012,107.5,4.39,Japan-Kuril Subduction Zone,0,242661009508.24045
2016-03-03 10:50:10,9.9386,-92.8759,97.1,4.29,Mexico-Central America Trench,0,171790838715.75858
2016-03-03 11:59:40,19.6013,71.6475,43.4,4.65,Himalaya-Alpide Belt,0,595662143529.011
2016-03-04 13:04:42,24.6915,89.1934,39.8,4.18,Himalaya-Alpide Belt,0,117489755493.95303
2016-03-06 17:23:32,32.7293,75.0557,24.8,4.36,Himalaya-Alpide Belt,0,218776162394.95517
2016-03-06 20:26:59,-0.4843,116.631,2.0,4.54,Indonesia-Philippines Arc,0,407380277804.1122
2016-03-07 09:31:39,-2.0801,139.4404,185.1,4.26,Indonesia-Philippines Arc,0,154881661891.24796
2016-03-07 09:52:20,32.0897,103.9338,23.6,4.19,Himalaya-Alpide Belt,0,121618600064.63704
2016-03-07 20:06:19,57.3353,-157.7196,2.0,4.46,Aleutian-Alaska Arc,0,309029543251.3579
2016-03-07 20:09:04,46.5667,27.3315,4.5,4.19,Mediterranean-Aegean Zone,0,121618600064.63704
2016-03-08 01:01:54,-6.7986,97.4575,86.9,4.59,Indonesia-Philippines Arc,0,484172367584.0979
2016-03-08 12:18:35,13.7317,-106.6717,14.5,4.13,Mexico-Central America Trench,0,98855309465.6941
2016-03-09 06:14:35,-3.3443,15.9137,25.3,4.62,East African Rift,0,537031796370.25323
2016-03-09 15:43:28,-5.6577,47.1963,6.8,4.12,East African Rift,0,95499258602.14369
2016-03-09 22:02:06,40.2175,41.1842,32.7,4.11,Himalaya-Alpide Belt,0,92257142715.47629
2016-03-10 04:23:32,33.837,129.0108,24.0,4.46,Japan-Kuril Subduction Zone,0,309029543251.3579
2016-03-11 05:07:44,22.885,-93.1427,104.8,4.0,Mexico-Central America Trench,0,63095734448.019424
2016-03-11 07:00:01,33.1494,24.3363,38.4,4.39,Mediterranean-Aegean Zone,0,242661009508.24045
2016-03-12 04:04:16,-3.9708,-67.2898,9.8,4.27,Mid-Atlantic Ridge,0,160324539069.0035
2016-03-12 15:06:07,-22.3306,25.6681,11.1,4.15,Mid-Atlantic Ridge,0,105925372517.72897
2016-03-13 18:11:02,-3.3633,116.5683,61.2,4.12,Indonesia-Philippines Arc,0,95499258602.14369
2016-03-14 19:59:45,53.271,-161.3702,76.5,4.15,Aleutian-Alaska Arc,0,105925372517.72897
2016-03-15 09:09:21,34.4336,-122.5044,2.0,5.07,California-Cascadia Fault System,0,2540972705549.3115
2016-03-15 11:45:38,-19.5714,-9.153,12.4,4.78,Mid-Atlantic Ridge,0,933254300796.9886
2016-03-16 02:57:55,-2.0308,128.5241,32.3,4.61,Indonesia-Philippines Arc,0,518800038928.96094
2016-03-17 02:32:42,17.8596,98.0008,43.5,5.02,Himalaya-Alpide Belt,0,2137962089502.2236
2016-03-17 13:49:26,-26.1217,-59.6854,38.5,4.14,Andes Subduction Zone (Chile/Peru),0,102329299228.07495
2016-03-18 12:54:16,56.4677,-149.5576,2.0,5.0,Aleutian-Alaska Arc,0,1995262314968.8828
2016-03-18 19:17:55,-16.2216,-169.134,34.5,5.11,New Zealand-Tonga Arc,0,2917427014001.166
2016-03-19 17:31:35,37.3732,-118.4171,23.8,4.3,California-Cascadia Fault System,0,177827941003.89227
2016-03-21 09:31:20,16.4665,-98.744,65.2,4.42,Mexico-Central America Trench,0,269153480392.6914
2016-03-21 18:26:29,16.3339,-100.337,22.2,5.08,Mexico-Central America Trench,0,2630267991895.3813
2016-03-21 18:46:45,27.9736,83.9389,14.8,5.08,Himalaya-Alpide Belt,0,2630267991895.3813
2016-03-24 03:03:36,-12.2155,82.7188,112.4,4.15,Indonesia-Philippines Arc,0,105925372517.72897
2016-03-24 10:38:07,-5.7022,-3.9844,6.7,4.24,Mid-Atlantic Ridge,0,144543977074.5928
2016-03-26 03:48:43,59.1907,-68.8833,4.8,4.02,Mid-Atlantic Ridge,0,67608297539.197914
2016-03-27 08:43:43,-0.9165,106.9041,144.8,4.94,Indonesia-Philippines Arc,0,1621810097358.933
2016-03-27 18:23:28,36.9109,18.877,23.7,4.05,Mediterranean-Aegean Zone,0,74989420933.24559
2016-03-28 01:21:05,-12.1755,-76.4923,148.6,4.65,Andes Subduction Zone (Chile/Peru),0,595662143529.011
2016-03-28 11:37:03,28.0478,-45.4814,12.3,4.1,Mid-Atlantic Ridge,0,89125093813.3744
2016-03-30 17:46:21,36.9445,25.0017,22.8,4.12,Mediterranean-Aegean Zone,0,95499258602.14369
2016-03-30 19:13:47,6.2654,34.5747,37.3,4.17,East African Rift,0,113501081567.23143
2016-04-01 02:07:33,34.0958,140.8812,2.0,5.57,Japan-Kuril Subduction Zone,0,14288939585111.066
2016-04-01 03:13:21,55.0184,-160.7898,2.0,4.04,Aleutian-Alaska Arc,0,72443596007.49892
2016-04-01 10:15:01,37.4144,150.9818,70.9,4.25,Japan-Kuril Subduction Zone,0,149623565609.44357
2016-04-01 13:17:53,58.9781,-160.4496,96.3,5.2,Aleutian-Alaska Arc,0,3981071705534.9854
2016-04-02 08:01:15,13.3943,-98.8833,2.0,4.56,Mexico-Central America Trench,0,436515832240.16656
2016-04-02 08:41:00,58.4288,-134.4527,43.0,4.14,Aleutian-Alaska Arc,0,102329299228.07495
2016-04-02 13:51:16,48.2013,23.2866,56.2,4.25,Mediterranean-Aegean Zone,0,149623565609.44357
2016-04-02 22:59:23,23.4017,-93.8188,20.3,4.74,Mexico-Central America Trench,0,812830516164.0995
2016-04-03 09:03:31,-4.9877,-53.7621,23.8,4.1,Andes Subduction Zone (Chile/Peru),0,89125093813.3744
2016-04-03 14:38:30,2.4055,-67.718,23.8,4.47,Andes Subduction Zone (Chile/Peru),0,319889510969.13904
2016-04-04 18:02:36,0.9394,118.8847,2.0,4.09,Indonesia-Philippines Arc,0,86099375218.45981
2016-04-05 19:58:29,-7.0965,-17.8742,7.9,4.08,Mid-Atlantic Ridge,0,83176377110.26709
2016-04-06 02:53:34,63.69,-150.1906,24.5,4.05,Aleutian-Alaska Arc,0,74989420933.24559
2016-04-06 08:41:17,29.4373,65.661,28.7,4.22,Himalaya-Alpide Belt,0,134896288259.16505
2016-04-07 02:40:50,0.7663,31.7929,35.5,4.49,East African Rift,0,342767786546.45044
2016-04-07 03:18:24,-18.8162,-68.3618,2.0,4.15,Andes Subduction Zone (Chile/Peru),0,105925372517.72897
2016-04-07 13:36:51,41.9438,138.5722,2.0,4.41,Japan-Kuril Subduction Zone,0,260015956316.52667
2016-04-07 23:26:07,-25.1973,-84.7484,22.9,4.09,Andes Subduction Zone (Chile/Peru),0,86099375218.45981
2016-04-08 15:01:36,33.5811,128.4529,118.4,4.16,Japan-Kuril Subduction Zone,0,109647819614.31828
2016-04-08 15:58:04,61.8093,-149.1039,87.9,4.66,Aleutian-Alaska Arc,0,616595001861.481
2016-04-09 10:14:02,-6.9482,-74.516,2.0,5.19,Andes Subduction Zone (Chile/Peru),0,3845917820453.5435
2016-04-09 11:27:05,36.9559,146.3004,119.0,4.31,Japan-Kuril Subduction Zone,0,184077200146.8958
2016-04-09 17:52:32,32.0968,97.2738,7.9,4.41,Himalaya-Alpide Belt,0,260015956316.52667
2016-04-10 11:39:12,52.2906,-159.5906,106.4,4.36,Aleutian-Alaska Arc,0,218776162394.95517
2016-04-10 14:51:54,-18.0099,179.3336,76.6,5.22,New Zealand-Tonga Arc,0,4265795188015.917
2016-04-10 20:22:53,35.0377,146.5629,122.3,4.04,Japan-Kuril Subduction Zone,0,72443596007.49892
2016-04-11 02:15:07,-18.4478,-170.2448,15.8,4.37,New Zealand-Tonga Arc,0,226464430759.30618
2016-04-11 18:41:18,57.4699,-156.7038,31.3,4.08,Aleutian-Alaska Arc,0,83176377110.26709
2016-04-13 07:58:51,40.6684,29.7555,33.2,4.55,Mediterranean-Aegean Zone,0,421696503428.5823
2016-04-13 14:27:43,19.2505,-38.8954,12.7,4.57,Mid-Atlantic Ridge,0,451855944374.9235
2016-04-14 09:59:23,34.3326,150.1264,11.5,4.68,Japan-Kuril Subduction Zone,0,660693448007.5964
2016-04-14 17:19:38,63.1928,-152.8815,14.8,4.35,Aleutian-Alaska Arc,0,211348903983.66434
2016-04-14 20:27:08,29.6281,88.3848,2.0,4.27,Himalaya-Alpide Belt,0,160324539069.0035
2016-04-14 22:13:25,40.718,140.0929,81.8,5.12,Japan-Kuril Subduction Zone,0,3019951720402.019
2016-04-15 03:09:09,15.9869,-68.6653,8.9,4.01,Mid-Atlantic Ridge,0,65313055264.74716
2016-04-15 07:28:55,17.6027,-102.0056,88.3,4.17,Mexico-Central America Trench,0,113501081567.23143
2016-04-16 06:52:47,44.707,136.7624,46.5,4.44,Japan-Kuril Subduction Zone,0,288403150312.66113
2016-04-16 12:28:51,34.732,144.5513,61.4,4.55,Japan-Kuril Subduction Zone,0,421696503428.5823
2016-04-17 01:35:53,1.2459,104.249,170.0,4.98,Indonesia-Philippines Arc,0,1862087136662.8657
2016-04-18 13:14:24,-11.8929,-66.9821,12.0,5.37,Andes Subduction Zone (Chile/Peru),0,7161434102129.027
2016-04-19 10:49:52,-21.205,-42.9913,15.0,4.51,Andes Subduction Zone (Chile/Peru),0,367282300498.0842
2016-04-20 13:11:26,-3.205,-3.9766,2.4,4.08,Mid-Atlantic Ridge,0,83176377110.26709
2016-04-21 05:48:12,-5.5367,123.7051,2.6,4.66,Indonesia-Philippines Arc,0,616595001861.481
2016-04-21 11:13:12,-5.1932,-59.347,37.7,4.26,Andes Subduction Zone (Chile/Peru),0,154881661891.24796
2016-04-21 11:54:47,-20.1301,-55.6369,140.6,4.06,Andes Subduction Zone (Chile/Peru),0,77624711662.86928
2016-04-22 10:36:21,32.0466,15.9942,40.3,4.01,Mediterranean-Aegean Zone,0,65313055264.74716
2016-04-22 20:16:47,38.0121,146.2587,122.7,4.57,Japan-Kuril Subduction Zone,0,451855944374.9235
2016-04-22 23:13:46,-27.4545,-69.3678,79.9,4.8,Andes Subduction Zone (Chile/Peru),0,1000000000000.0
2016-04-23 01:12:51,37.1934,136.787,24.7,4.14,Japan-Kuril Subduction Zone,0,102329299228.07495
2016-04-24 11:47:17,32.4598,147.3042,49.3,4.24,Japan-Kuril Subduction Zone,0,144543977074.5928
2016-04-24 12:18:44,-28.3182,-66.8885,123.4,4.27,Andes Subduction Zone (Chile/Peru),0,160324539069.0035
2016-04-27 04:19:49,-5.214,36.1232,26.9,4.26,East African Rift,0,154881661891.24796
2016-04-27 10:56:45,-27.9032,-68.2845,94.9,4.06,Andes Subduction Zone (Chile/Peru),0,77624711662.86928
2016-04-27 23:03:13,20.737,-102.8914,48.1,4.52,Mexico-Central America Trench,0,380189396320.5597
2016-04-28 00:05:27,-18.131,-61.6662,2.0,4.68,Andes Subduction Zone (Chile/Peru),0,660693448007.5964
2016-04-28 12:22:08,-23.4655,-72.1354,33.4,4.07,Andes Subduction Zone (Chile/Peru),0,80352612218.56194
2016-04-29 19:07:50,40.627,-119.6405,17.2,4.45,California-Cascadia Fault System,0,298538261891.79694
2016-04-29 20:32:26,30.2639,75.4536,2.0,4.64,Himalaya-Alpide Belt,0,575439937337.1543
2016-04-30 05:31:20,-11.0821,37.0354,25.8,4.19,East African Rift,0,121618600064.63704
2016-04-30 13:01:04,-25.8011,-60.997,2.0,4.1,Andes Subduction Zone (Chile/Peru),0,89125093813.3744
2016-05-01 14:44:46,-16.2947,-62.8419,106.9,4.98,Andes Subduction Zone (Chile/Peru),0,1862087136662.8657
2016-05-01 23:02:51,63.3606,-169.5435,59.9,4.04,Aleutian-Alaska Arc,0,72443596007.49892
2016-05-02 12:52:09,31.5515,85.4152,13.1,4.09,Himalaya-Alpide Belt,0,86099375218.45981
2016-05-02 16:11:57,33.8222,140.0197,49.7,4.59,Japan-Kuril Subduction Zone,0,484172367584.0979
2016-05-04 06:00:38,21.7643,-101.0922,39.9,4.44,Mexico-Central America Trench,0,288403150312.66113
2016-05-04 18:51:45,3.2602,134.6766,15.4,4.92,Indonesia-Philippines Arc,0,1513561248436.2073
2016-05-05 04:25:52,19.046,-97.3407,21.9,4.34,Mexico-Central America Trench,0,204173794466.95233
2016-05-05 13:37:42,-18.3923,127.0757,2.0,4.28,Indonesia-Philippines Arc,0,165958690743.7556
2016-05-05 23:34:11,-12.1639,-79.6054,143.3,4.03,Andes Subduction Zone (Chile/Peru),0,69984199600.22717
2016-05-06 13:37:52,-19.7917,-75.3104,70.7,4.14,Andes Subduction Zone (Chile/Peru),0,102329299228.07495
2016-05-07 11:58:11,38.5859,-119.5688,22.0,4.59,California-Cascadia Fault System,0,484172367584.0979
2016-05-07 13:37:03,31.7537,-129.3497,10.8,5.26,California-Cascadia Fault System,0,4897788193684.456
2016-05-08 07:46:06,35.3984,-126.7422,21.2,4.93,California-Cascadia Fault System,0,1566751070108.1501
2016-05-08 10:31:59,51.5114,-173.7755,52.1,4.69,Aleutian-Alaska Arc,0,683911647281.4307
2016-05-08 11:23:57,38.1334,-129.5961,7.6,4.15,California-Cascadia Fault System,0,105925372517.72897
2016-05-09 03:26:22,-2.8535,120.2291,2.0,4.77,Indonesia-Philippines Arc,0,901571137605.9534
2016-05-09 05:01:18,44.4253,67.8283,39.4,4.02,Himalaya-Alpide Belt,0,67608297539.197914
2016-05-09 11:15:35,35.3729,130.438,36.8,4.22,Japan-Kuril Subduction Zone,0,134896288259.16505
2016-05-10 08:43:47,1.3639,123.7718,95.8,4.59,Indonesia-Philippines Arc,0,484172367584.0979
2016-05-10 09:41:21,-21.851,-68.191,2.0,4.03,Andes Subduction Zone (Chile/Peru),0,69984199600.22717
2016-05-10 20:41:28,14.1309,-17.5749,20.3,4.54,Mid-Atlantic Ridge,0,407380277804.1122
2016-05-11 16:37:21,32.0777,64.0076,19.1,4.27,Himalaya-Alpide Belt,0,160324539069.0035
2016-05-13 09:20:13,57.1055,63.1389,2.0,4.11,Himalaya-Alpide Belt,0,92257142715.47629
2016-05-14 01:16:18,-4.3833,117.6637,20.3,5.62,Indonesia-Philippines Arc,0,16982436524617.46
2016-05-14 03:15:02,52.6482,-151.6399,67.1,4.16,Aleutian-Alaska Arc,0,109647819614.31828
2016-05-14 07:06:48,-26.5892,-162.6225,213.9,4.85,New Zealand-Tonga Arc,0,1188502227437.0166
2016-05-15 06:30:23,43.3947,30.1911,11.1,4.33,Mediterranean-Aegean Zone,0,197242273611.48535
2016-05-16 21:08:36,65.55,-174.5829,64.4,4.1,Aleutian-Alaska Arc,0,89125093813.3744
2016-05-17 02:25:58,2.5973,116.7246,114.7,4.19,Indonesia-Philippines Arc,0,121618600064.63704
2016-05-18 01:45:17,-28.6118,-84.2308,86.3,4.05,Andes Subduction Zone (Chile/Peru),0,74989420933.24559
2016-05-18 06:51:04,45.2246,16.944,23.8,4.14,Mediterranean-Aegean Zone,0,102329299228.07495
2016-05-18 11:59:46,36.5639,27.5042,45.1,5.06,Mediterranean-Aegean Zone,0,2454708915685.0337
2016-05-18 20:30:05,41.7891,142.5897,95.6,4.12,Japan-Kuril Subduction Zone,0,95499258602.14369
2016-05-19 11:11:52,48.1102,-164.1392,62.5,4.02,Aleutian-Alaska Arc,0,67608297539.197914
2016-05-20 02:25:08,-23.3287,173.006,203.2,4.85,New Zealand-Tonga Arc,0,1188502227437.0166
2016-05-20 09:38:39,5.0576,120.4092,51.6,4.02,Indonesia-Philippines Arc,0,67608297539.197914
2016-05-20 10:43:42,49.0069,150.2216,40.8,4.12,Japan-Kuril Subduction Zone,0,95499258602.14369
2016-05-20 17:54:24,40.8672,8.5656,28.7,4.98,Mediterranean-Aegean Zone,0,1862087136662.8657
2016-05-21 02:28:52,6.7957,-94.1402,2.0,4.57,Mexico-Central America Trench,0,451855944374.9235
2016-05-22 06:38:58,4.7773,112.6209,2.0,4.41,Indonesia-Philippines Arc,0,260015956316.52667
2016-05-22 07:52:48,-15.2651,-60.1973,53.5,4.11,Andes Subduction Zone (Chile/Peru),0,92257142715.47629
2016-05-22 11:34:20,21.3018,68.6994,27.3,5.14,Himalaya-Alpide Belt,0,3235936569296.2676
2016-05-23 02:12:24,36.7,141.6515,79.4,4.25,Japan-Kuril Subduction Zone,0,149623565609.44357
2016-05-24 04:52:50,43.1459,137.9754,139.5,4.16,Japan-Kuril Subduction Zone,0,109647819614.31828
2016-05-25 13:41:59,-22.2765,179.1555,117.0,4.78,New Zealand-Tonga Arc,0,933254300796.9886
2016-05-26 02:12:17,39.3222,-123.516,3.9,4.67,California-Cascadia Fault System,0,638263486190.5482
2016-05-26 20:36:23,35.8537,-121.3643,2.0,4.82,California-Cascadia Fault System,0,1071519305237.6093
2016-05-27 00:50:02,17.7356,-98.7216,32.1,4.18,Mexico-Central America Trench,0,117489755493.95303
2016-05-27 09:53:11,0.2379,21.896,25.5,4.09,East African Rift,0,86099375218.45981
2016-05-29 10:26:40,39.041,139.5725,79.1,5.28,Japan-Kuril Subduction Zone,0,5248074602497.712
2016-05-29 12:48:08,40.6901,139.8024,88.3,5.38,Japan-Kuril Subduction Zone,0,7413102413009.192
2016-05-30 01:03:41,11.2523,-89.2204,48.6,4.03,Mexico-Central America Trench,0,69984199600.22717
2016-05-30 21:06:37,34.6511,-9.4462,13.1,4.21,Mid-Atlantic Ridge,0,130316677845.22948
2016-05-31 04:30:16,-3.1837,-47.5264,5.0,4.27,Mid-Atlantic Ridge,0,160324539069.0035
2016-06-01 05:12:45,9.9765,-71.2488,11.6,4.17,Mid-Atlantic Ridge,0,113501081567.23143
2016-06-01 12:16:25,35.5795,135.8833,2.0,4.04,Japan-Kuril Subduction Zone,0,72443596007.49892
2016-06-02 17:42:57,45.561,90.0011,14.7,4.55,Himalaya-Alpide Belt,0,421696503428.5823
2016-06-06 13:53:54,43.1528,16.1572,2.4,4.27,Mediterranean-Aegean Zone,0,160324539069.0035
2016-06-06 16:51:08,-11.5072,126.9245,103.5,4.08,Indonesia-Philippines Arc,0,83176377110.26709
2016-06-07 23:37:13,-16.6534,120.7027,225.4,4.43,Indonesia-Philippines Arc,0,278612116862.97723
2016-06-08 05:03:26,-24.3927,166.5764,95.5,4.16,New Zealand-Tonga Arc,0,109647819614.31828
